Station ID,Functional Class,Latitude,Longitude,Year,AADT,Statistics type,Single-Unit Truck AADT,Combo-Unit Truck AADT,% Peak SU Trucks,% Peak CU Trucks,K-Factor,D-Factor,Future AADT,Station Type
"313-0402",5U : Urban Major Collector,34.770719,-84.968407,2023,790,Estimated,29,1,0.517,0,0.1318,0.61,1000,Short Term
"313-0406",4U : Urban Minor Arterial,34.774141,-84.971040,2023,13300,Estimated,370,31,0.286,0,0.1028,0.52,16800,Short Term
"313-0411",4U : Urban Minor Arterial,34.774120,-84.964701,2023,8290,Estimated,,,,,0.0992,0.51,10400,Short Term
"313-0413",4U : Urban Minor Arterial,34.774580,-84.955930,2023,7260,Estimated,,,,,0.0954,0.52,10600,Short Term
"313-0415",4U : Urban Minor Arterial,34.776466,-84.940156,2023,5550,Estimated,206,22,0.218,0.018,0.1052,0.58,6990,Short Term
"313-0424",4U : Urban Minor Arterial,34.727375,-84.968817,2023,1800,Estimated,168,109,1.398,0.615,0.0906,0.51,2270,Short Term
"313-0426",4U : Urban Minor Arterial,34.733718,-84.966654,2023,2300,Estimated,166,104,0.448,0.09,0.1094,0.69,2900,Short Term
"313-0428",4U : Urban Minor Arterial,34.754799,-84.966117,2023,6060,Estimated,,,,,0.0956,0.56,7640,Short Term
"313-0430",4U : Urban Minor Arterial,34.758324,-84.966869,2023,6850,Estimated,,,,,0.0842,0.52,8630,Short Term
"313-0432",4U : Urban Minor Arterial,34.763704,-84.967804,2023,6000,Actual,,,,,0.0956,0.54,7560,Short Term
"313-0434",5U : Urban Major Collector,34.767661,-84.967811,2023,5740,Estimated,,,,,0.096,0.54,8420,Short Term
"313-0436",5U : Urban Major Collector,34.769118,-84.967842,2023,5670,Estimated,,,,,0.1029,0.5,7140,Short Term
"313-0440",5U : Urban Major Collector,34.778239,-84.967663,2023,2620,Actual,,,,,0.1072,0.55,3300,Short Term
"313-0443",5U : Urban Major Collector,34.782021,-84.966448,2023,3930,Estimated,,,,,0.0963,0.52,4950,Short Term
"313-0445",5U : Urban Major Collector,34.790370,-84.963010,2023,5120,Actual,,,,,0.1046,0.61,6450,Short Term
"313-0449",7U : Urban Local,34.786750,-84.949470,2023,780,Estimated,,,,,0.1012,0.61,980,Short Term
"313-0452",5U : Urban Major Collector,34.776095,-84.971166,2023,910,Estimated,,,,,0.0879,0.51,1150,Short Term
"313-0454",4U : Urban Minor Arterial,34.777257,-84.959644,2023,6530,Estimated,,,,,0.1056,0.52,8230,Short Term
"313-0456",4U : Urban Minor Arterial,34.778132,-84.954943,2023,6780,Estimated,,,,,0.1026,0.55,9410,Short Term
"313-0458",4U : Urban Minor Arterial,34.783257,-84.945832,2023,4190,Estimated,,,,,0.0879,0.54,5280,Short Term
"313-0475",4U : Urban Minor Arterial,34.805268,-84.965207,2023,3790,Estimated,160,34,0.213,0.08,0.089,0.62,4780,Short Term
"313-0477",4U : Urban Minor Arterial,34.826355,-84.971142,2023,450,Estimated,22,2,0.445,0,0.147,0.58,570,Short Term
"313-0483",5U : Urban Major Collector,34.770077,-84.948271,2023,2210,Estimated,,,,,0.1021,0.5,2780,Short Term
"313-0485",5U : Urban Major Collector,34.774729,-84.950320,2023,2950,Estimated,,,,,0.1104,0.51,3720,Short Term
"313-0487",5U : Urban Major Collector,34.778362,-84.951666,2023,2460,Actual,,,,,0.1137,0.6,3100,Short Term
"313-0489",5U : Urban Major Collector,34.739355,-84.929995,2023,1320,Estimated,87,25,0.7,0.078,0.1633,0.67,1860,Short Term
"313-0492",7U : Urban Local,34.722600,-84.908500,2023,470,Actual,21,3,0,0.215,0.1223,0.74,600,Short Term
"313-0502",5U : Urban Major Collector,34.713837,-84.961893,2023,2310,Estimated,287,136,1.024,0.445,0.1095,0.5,2910,Short Term
"313-0504",5R : Rural Major Collector,34.720326,-84.962529,2023,13700,Estimated,,,,,0.0897,0.54,22700,Short Term
"313-0506",5R : Rural Major Collector,34.734351,-84.962579,2023,13500,Actual,,,,,0.1038,0.53,17400,Short Term
"313-0508",5R : Rural Major Collector,34.739386,-84.962057,2023,12800,Estimated,,,,,0.094,0.7,16100,Short Term
"313-0510",4U : Urban Minor Arterial,34.725347,-84.971787,2023,2780,Estimated,,,,,0.1081,0.54,3810,Short Term
"313-0512",4R : Rural Minor Arterial,34.734506,-84.951442,2023,7720,Estimated,,,,,0.087,0.53,9730,Short Term
"313-0596",4U : Urban Minor Arterial,34.774207,-84.972592,2023,12400,Actual,,,,,0.105,0.52,15600,Short Term
"313-0598",4U : Urban Minor Arterial,34.776406,-84.979119,2023,12600,Actual,,,,,0.1062,0.51,15900,Short Term
"313-0601",5U : Urban Major Collector,34.784505,-84.985678,2023,4140,Actual,,,,,0.1018,0.7,5220,Short Term
"313-0603",4R : Rural Minor Arterial,34.782499,-84.997016,2023,12100,Actual,,,,,0.0933,0.54,17600,Short Term
"313-0605",4U : Urban Minor Arterial,34.781533,-84.988223,2023,11000,Estimated,,,,,0.0979,0.67,13900,Short Term
"313-0607",4R : Rural Minor Arterial,34.790850,-84.996612,2023,12600,Actual,,,,,0.098,0.59,15900,Short Term
"313-0609",3U : Urban Principal Arterial - Other,34.799382,-84.976101,2023,32500,Estimated,1120,761,0.031,0.023,0.0897,0.54,41000,Short Term
"313-0611",3U : Urban Principal Arterial - Other,34.801130,-84.985762,2023,32500,Estimated,,,,,,,41000,Short Term
"313-0615",3U : Urban Principal Arterial - Other,34.798274,-84.958093,2023,18700,Estimated,,,,,0.1056,0.62,23600,Short Term
"313-0617",3U : Urban Principal Arterial - Other,34.800015,-84.942409,2023,21700,Actual,777,515,0.029,0.024,0.1067,0.58,27300,Short Term
"313-0619",3U : Urban Principal Arterial - Other,34.783594,-84.918051,2023,21400,Actual,,,,,0.0907,0.56,27000,Short Term
"313-0621",3U : Urban Principal Arterial - Other,34.770138,-84.913764,2023,10400,Estimated,684,594,0.367,0.169,0.1027,0.56,13100,Short Term
"313-0623",3U : Urban Principal Arterial - Other,34.752323,-84.919741,2023,16900,Estimated,1145,739,0.717,0.227,0.125,0.61,21300,Short Term
"313-0625",3U : Urban Principal Arterial - Other,34.709596,-84.940876,2023,12300,Actual,1009,709,0.739,0.309,0.1272,0.57,15500,Short Term
"313-0627",3U : Urban Principal Arterial - Other,34.703136,-84.952076,2023,13100,Estimated,1011,884,0.653,0.407,0.1257,0.51,18500,Short Term
"313-0629",3U : Urban Principal Arterial - Other,34.701645,-84.968559,2023,15800,Estimated,1223,1094,0.49,0.202,0.1015,0.51,19900,Short Term
"313-0631",7R : Rural Local,34.686749,-84.911617,2023,250,Estimated,,,,,0.1182,0.68,320,Short Term
"313-0632",5U : Urban Major Collector,34.721829,-84.937141,2023,950,Estimated,59,20,0.542,0.217,0.091,0.51,1200,Short Term
"313-0633",5U : Urban Major Collector,34.738177,-84.859288,2023,2530,Estimated,111,25,0.446,0.041,0.1242,0.66,3320,Short Term
"313-0635",6U : Urban Minor Collector,34.818055,-84.974267,2023,4660,Estimated,205,21,0.451,0,0.1089,0.74,5870,Short Term
"313-0637",5U : Urban Major Collector,34.837400,-84.976499,2023,1750,Estimated,74,7,0.821,0.059,0.1185,0.74,2210,Short Term
"313-0639",5U : Urban Major Collector,34.743205,-84.988973,2023,960,Estimated,33,1,0.437,0,0.1071,0.6,1620,Short Term
"313-0641",5U : Urban Major Collector,34.742630,-84.983011,2023,480,Estimated,18,0,0.215,0,0.0944,0.52,600,Short Term
"313-0643",7U : Urban Local,34.738543,-85.004127,2023,710,Estimated,35,2,0.739,0,0.1109,0.68,890,Short Term
"313-0645",5R : Rural Major Collector,34.730719,-85.033013,2023,2430,Estimated,103,10,0.208,0,0.1116,0.72,3120,Short Term
"313-0647",5U : Urban Major Collector,34.787036,-84.958252,2023,1300,Estimated,21,5,0.079,0,0.0886,0.51,1640,Short Term
"313-0649",5U : Urban Major Collector,34.738282,-84.963698,2023,4100,Actual,,,,,0.1129,0.55,5170,Short Term
"313-7667",7U : Urban Local,34.796344,-84.925086,2023,1810,Estimated,140,9,0.453,0,0.1145,0.78,2280,Short Term
"313-7668",5R : Rural Major Collector,34.954865,-84.957582,2023,460,Actual,,,,,0.15,0.53,580,Short Term
"313-7669",5U : Urban Major Collector,34.938096,-84.974112,2023,580,Estimated,,,,,0.114,0.63,730,Short Term
"313-7670",5U : Urban Major Collector,34.870251,-84.979743,2023,3070,Estimated,,,,,0.1868,0.62,3870,Short Term
"313-7671",5U : Urban Major Collector,34.801977,-85.044748,2023,3090,Estimated,,,,,0.1201,0.68,4580,Short Term
"313-7673",5U : Urban Major Collector,34.743257,-84.973745,2023,980,Estimated,28,3,0.21,0,0.0956,0.6,1290,Short Term
"313-7674",5U : Urban Major Collector,34.790473,-84.984888,2023,5140,Estimated,,,,,0.0894,0.52,11200,Short Term
"313-7675",7R : Rural Local,34.668750,-85.002121,2023,4150,Estimated,224,291,0.156,0.598,0.0876,0.62,7970,Short Term
"313-7676",5U : Urban Major Collector,34.752378,-84.927488,2023,3250,Actual,111,13,0.258,0.029,0.1392,0.51,4100,Short Term
"313-8003",7R : Rural Local,34.650226,-85.023921,2023,70,Actual,5,0,0,0,0.1412,0.5,90,Short Term
"313-8005",7U : Urban Local,34.719484,-84.952096,2023,310,Estimated,,,,,,,420,Short Term
"313-8009",7U : Urban Local,34.766193,-84.912170,2023,790,Actual,,,,,0.1546,0.74,1000,Short Term
"313-8011",7U : Urban Local,34.769807,-84.927219,2023,30,Actual,,,,,0.1554,0.75,40,Short Term
"313-8015",7R : Rural Local,34.867288,-84.887712,2023,810,Estimated,,,,,,,1020,Short Term
"313-8017",6R : Rural Minor Collector,34.942910,-84.882047,2023,420,Estimated,,,,,0.1082,0.53,530,Short Term
"313-8021",7U : Urban Local,34.847137,-84.997996,2023,350,Estimated,,,,,,,460,Short Term
"313-8023",7U : Urban Local,34.808702,-84.944638,2023,430,Estimated,,,,,,,550,Short Term
"313-8027",7R : Rural Local,34.794963,-85.082980,2023,190,Estimated,,,,,,,250,Short Term
"313-8031",7U : Urban Local,34.716565,-84.990652,2023,690,Estimated,,,,,,,870,Short Term
"313-8035",7U : Urban Local,34.749056,-84.948185,2023,510,Actual,34,4,0.394,0.591,0.128,0.54,690,Short Term
"313-8037",7U : Urban Local,34.752494,-84.944431,2023,200,Estimated,5,0,0,0,0.1486,0.5,250,Short Term
"313-8041",7U : Urban Local,34.755809,-84.911083,2023,90,Estimated,,,,,,,110,Short Term
"313-8043",7U : Urban Local,34.744281,-85.006552,2023,10,Estimated,0,0,0,0,0.29,0.75,20,Short Term
"313-8047",7U : Urban Local,34.761710,-84.922168,2023,100,Estimated,,,,,,,130,Short Term
"313-8053",7U : Urban Local,34.815126,-84.964921,2023,100,Actual,13,0,4.14,0,0.1656,0.56,130,Short Term
"313-8055",7U : Urban Local,34.822500,-84.962700,2023,580,Estimated,,,,,,,740,Short Term
"313-8059",7U : Urban Local,34.824680,-84.971128,2023,260,Actual,25,1,1.556,0,0.1245,0.69,350,Short Term
"313-8067",7U : Urban Local,34.857162,-85.041583,2023,260,Estimated,,,,,,,330,Short Term
"313-8073",7U : Urban Local,34.785693,-84.951701,2023,1110,Estimated,34,1,0,0,0.1018,0.65,1910,Short Term
"313-8075",7U : Urban Local,34.772100,-84.959700,2023,640,Estimated,,,,,,,810,Short Term
"313-8079",7U : Urban Local,34.773171,-84.989339,2023,300,Estimated,,,,,,,400,Short Term
"313-8085",7U : Urban Local,34.756011,-84.974506,2023,120,Actual,,,,,0.1666,1,150,Short Term
"313-8091",7U : Urban Local,34.799976,-85.000127,2023,1430,Estimated,,,,,,,1850,Short Term
"313-8093",7U : Urban Local,34.778600,-84.965700,2023,600,Estimated,,,,,,,760,Short Term
"313-8101",7R : Rural Local,34.649777,-85.012315,2023,260,Estimated,14,11,0,0.778,0.1089,0.64,330,Short Term
"313-8103",7R : Rural Local,34.632221,-84.973862,2023,640,Estimated,24,5,0.16,0.16,0.1276,0.56,810,Short Term
"313-8104",7R : Rural Local,34.679265,-84.991873,2023,470,Estimated,38,8,0.431,0.863,0.1402,0.6,1100,Short Term
"313-8105",7R : Rural Local,34.666828,-84.929194,2023,70,Estimated,3,0,0,0,0.1415,0.56,90,Short Term
"313-8106",6R : Rural Minor Collector,34.682642,-84.945718,2023,330,Estimated,25,2,0.93,0,0.1271,0.63,420,Short Term
"313-8107",7R : Rural Local,34.680108,-84.930233,2023,90,Estimated,5,0,3.473,0,0.1389,0.5,110,Short Term
"313-8108",7U : Urban Local,34.724099,-84.952657,2023,800,Estimated,29,3,0.258,0.129,0.0927,0.67,1070,Short Term
"313-8109",7U : Urban Local,34.760201,-84.898727,2023,5130,Estimated,169,13,0.41,0.061,0.1074,0.64,6460,Short Term
"313-8110",7R : Rural Local,34.855086,-84.846423,2023,1270,Estimated,47,7,0.081,0,0.104,0.57,1870,Short Term
"313-8111",7R : Rural Local,34.842153,-84.858536,2023,1090,Estimated,56,6,0.278,0,0.1085,0.7,1370,Short Term
"313-8112",7R : Rural Local,34.854411,-84.859347,2023,600,Estimated,42,10,0.17,0,0.1102,0.65,990,Short Term
"313-8113",7R : Rural Local,34.942904,-84.836770,2023,380,Estimated,34,15,1.346,0.539,0.1023,0.66,480,Short Term
"313-8114",6R : Rural Minor Collector,34.946333,-84.914398,2023,440,Actual,31,10,1.115,0.446,0.1138,0.7,620,Short Term
"313-8115",7R : Rural Local,34.974091,-84.930441,2023,170,Estimated,,,,,0.1271,0.68,250,Short Term
"313-8116",6R : Rural Minor Collector,34.979570,-84.936822,2023,450,Estimated,14,3,0.223,0.223,0.1139,0.51,690,Short Term
"313-8117",7R : Rural Local,34.968407,-84.926032,2023,540,Actual,35,5,0.804,0,0.1165,0.67,740,Short Term
"313-8118",7R : Rural Local,34.984185,-84.894805,2023,90,Estimated,4,1,0,0,0.2017,0.82,110,Short Term
"313-8120",7R : Rural Local,34.960967,-84.920960,2023,140,Estimated,14,4,0,2.2,0.1466,0.55,180,Short Term
"313-8122",7R : Rural Local,34.936570,-84.991952,2023,90,Estimated,3,0,0,0,0.14,0.58,110,Short Term
"313-8123",7U : Urban Local,34.891066,-84.964079,2023,460,Estimated,16,4,0.225,0.225,0.1308,0.6,580,Short Term
"313-8125",7U : Urban Local,34.844430,-85.035190,2023,320,Estimated,,,,,0.1242,0.62,400,Short Term
"313-8126",7U : Urban Local,34.859157,-85.028905,2023,1060,Actual,62,12,1.229,0.095,0.2231,0.75,1450,Short Term
"313-8127",7U : Urban Local,34.842636,-85.056598,2023,150,Estimated,14,0,0.679,0,0.1358,0.6,190,Short Term
"313-8128",7U : Urban Local,34.786913,-85.026167,2023,100,Estimated,10,5,3.939,0.985,0.1378,0.57,130,Short Term
"313-8130",6R : Rural Minor Collector,34.801436,-85.117843,2023,1740,Estimated,115,18,0.698,0,0.132,0.68,2360,Short Term
"313-8131",7R : Rural Local,34.760504,-85.086600,2023,30,Estimated,1,0,0,0,0.2431,0.57,40,Short Term
"313-8132",7R : Rural Local,34.767472,-85.089759,2023,50,Estimated,5,1,0,0,0.1905,0.56,60,Short Term
"313-8133",7R : Rural Local,34.741240,-85.123287,2023,380,Estimated,33,11,1.073,0,0.11,0.56,480,Short Term
"313-8134",7R : Rural Local,34.774981,-85.090892,2023,160,Estimated,17,3,0.66,0,0.1453,0.5,200,Short Term
"313-8135",7U : Urban Local,34.783925,-84.925291,2023,1470,Estimated,80,1,0.072,0,0.1051,0.6,1850,Short Term
"313-8137",7U : Urban Local,34.791156,-85.026470,2023,540,Estimated,25,1,0.196,0,0.112,0.67,1370,Short Term
"313-8138",7R : Rural Local,34.812876,-84.865787,2023,1470,Estimated,,,,,0.1062,0.55,2140,Short Term
"313-8139",7R : Rural Local,34.900848,-84.970372,2023,1370,Estimated,,,,,,,1730,Short Term
"313-8140",7U : Urban Local,34.777932,-84.947749,2023,520,Estimated,18,1,0.201,0,0.0947,0.53,1220,Short Term
"313-8141",7U : Urban Local,34.756987,-84.981432,2023,1900,Estimated,,,,,0.1034,0.63,2810,Short Term
"313-8142",7U : Urban Local,34.775329,-84.945813,2023,100,Estimated,2,0,1.031,0,0.1031,0.6,130,Short Term
"313-8143",7U : Urban Local,34.791920,-84.973655,2023,1010,Estimated,51,41,0.207,0.622,0.1285,0.78,1270,Short Term
"313-8144",7U : Urban Local,34.782322,-84.978676,2023,270,Estimated,8,0,0,0,0.0956,0.52,340,Short Term
"313-8145",5U : Urban Major Collector,34.787764,-84.953665,2023,10300,Actual,195,37,0.1,0.02,0.0928,0.53,16700,Short Term
"313-r001",1R : Rural Principal Arterial - Interstate,34.652422,-84.982758,2023,3220,Estimated,,,,,0.0699,1,4060,Short Term
"313-r002",1R : Rural Principal Arterial - Interstate,34.654253,-84.983173,2023,4000,Estimated,,,,,0.0711,1,5040,Short Term
"313-r003",1U : Urban Principal Arterial - Interstate,34.686149,-85.001152,2023,5050,Estimated,,,,,0.0907,1,6360,Short Term
"313-r004",1U : Urban Principal Arterial - Interstate,34.688804,-85.001721,2023,4970,Estimated,,,,,0.1048,1,6260,Short Term
"313-r007",1U : Urban Principal Arterial - Interstate,34.758897,-85.001731,2023,3850,Estimated,,,,,0.0971,1,4850,Short Term
"313-r008",1U : Urban Principal Arterial - Interstate,34.762763,-85.001425,2023,5790,Estimated,,,,,0.1056,1,7300,Short Term
"313-r009",1U : Urban Principal Arterial - Interstate,34.791107,-85.000293,2023,5990,Estimated,,,,,0.089,1,7550,Short Term
"313-r010",1U : Urban Principal Arterial - Interstate,34.795200,-85.001250,2023,7430,Estimated,,,,,0.108,1,9360,Short Term
"313-r013",1U : Urban Principal Arterial - Interstate,34.858921,-85.021796,2023,3100,Estimated,,,,,0.1366,1,3910,Short Term
"313-r014",1U : Urban Principal Arterial - Interstate,34.860924,-85.025066,2023,2390,Estimated,,,,,0.1544,1,3010,Short Term
"313-r601",1R : Rural Principal Arterial - Interstate,34.654392,-84.984871,2023,2920,Estimated,,,,,,,3680,Short Term
"313-r602",1R : Rural Principal Arterial - Interstate,34.652587,-84.984401,2023,2440,Estimated,,,,,0.0678,1,3070,Short Term
"313-r603",1R : Rural Principal Arterial - Interstate,34.688956,-85.002799,2023,5850,Estimated,,,,,0.1002,1,7600,Short Term
"313-r604",1R : Rural Principal Arterial - Interstate,34.686517,-85.002461,2023,4550,Actual,,,,,0.0811,1,5730,Short Term
"313-r607",1U : Urban Principal Arterial - Interstate,34.762722,-85.002359,2023,5570,Estimated,,,,,0.0881,1,7020,Short Term
"313-r608",1U : Urban Principal Arterial - Interstate,34.760498,-85.002825,2023,3970,Actual,,,,,0.0887,1,5000,Short Term
"313-r609",1U : Urban Principal Arterial - Interstate,34.792290,-85.001800,2023,5920,Estimated,,,,,0.0956,1,7460,Short Term
"313-r610",1U : Urban Principal Arterial - Interstate,34.792110,-85.002380,2023,6240,Actual,,,,,0.1113,1,8120,Short Term
"313-r611",1U : Urban Principal Arterial - Interstate,34.794302,-85.002167,2023,790,Estimated,,,,,0.1082,1,1000,Short Term
"313-r613",1U : Urban Principal Arterial - Interstate,34.862381,-85.029046,2023,2730,Estimated,,,,,0.1074,1,3640,Short Term
"313-r614",1U : Urban Principal Arterial - Interstate,34.859961,-85.025841,2023,2880,Estimated,,,,,0.1332,1,3630,Short Term
"315-0101",4R : Rural Minor Arterial,31.900521,-83.242747,2023,1150,Estimated,90,184,0.533,1.331,0.0896,0.5,1810,Short Term
"315-0103",4R : Rural Minor Arterial,31.962020,-83.286642,2023,1330,Estimated,52,241,0.233,1.164,0.0862,0.51,1680,Short Term
"315-0105",4R : Rural Minor Arterial,31.980741,-83.303254,2023,1460,Estimated,87,180,0.838,0.908,0.088,0.51,2140,Short Term
"315-0107",4R : Rural Minor Arterial,31.999271,-83.310693,2023,1010,Estimated,38,125,0.306,0.511,0.0837,0.59,1400,Short Term
"315-0109",4R : Rural Minor Arterial,32.043234,-83.360614,2023,850,Estimated,77,102,0.597,0.717,0.1063,0.58,1230,Short Term
"315-0112",4R : Rural Minor Arterial,32.106260,-83.399934,2023,910,Estimated,27,92,0.113,0.451,0.0935,0.54,1150,Short Term
"315-0118",3R : Rural Principal Arterial - Other,31.955250,-83.579230,2023,2840,Estimated,202,462,0.861,1.04,0.0846,0.61,3880,Short Term
"315-0121",3R : Rural Principal Arterial - Other,31.944811,-83.545587,2023,2700,Estimated,94,344,0.076,0.419,0.0795,0.61,3400,Short Term
"315-0123",3R : Rural Principal Arterial - Other,31.950318,-83.472269,2023,4040,Estimated,301,548,0.807,1.312,0.0951,0.57,7590,Short Term
"315-0127",3R : Rural Principal Arterial - Other,31.950869,-83.460290,2023,4330,Estimated,363,430,0.674,0.626,0.0833,0.8,5460,Short Term
"315-0129",3R : Rural Principal Arterial - Other,31.950775,-83.443170,2023,2750,Estimated,281,453,0.926,1,0.0885,0.56,3470,Short Term
"315-0132",3R : Rural Principal Arterial - Other,31.965758,-83.387206,2023,1960,Estimated,101,369,0.734,1.572,0.087,0.51,2470,Short Term
"315-0136",3R : Rural Principal Arterial - Other,31.992298,-83.315658,2023,2150,Estimated,166,410,0.851,1.182,0.0946,0.69,2710,Short Term
"315-0141",5R : Rural Major Collector,31.859821,-83.602135,2023,510,Estimated,75,17,2.424,0,0.1192,0.8,960,Short Term
"315-0143",5R : Rural Major Collector,31.891983,-83.488765,2023,700,Estimated,20,83,0.147,1.032,0.1105,0.63,880,Short Term
"315-0147",5R : Rural Major Collector,31.942326,-83.456361,2023,1560,Estimated,80,117,0.197,0.262,0.0958,0.58,1970,Short Term
"315-0149",5R : Rural Major Collector,31.956819,-83.456309,2023,1510,Estimated,70,48,0.61,0.271,0.1152,0.52,1900,Short Term
"315-0154",5R : Rural Major Collector,32.004566,-83.484469,2023,800,Estimated,47,42,0.511,0,0.0895,0.63,1100,Short Term
"315-0156",5R : Rural Major Collector,32.073483,-83.503522,2023,780,Estimated,39,35,0.131,0,0.094,0.67,1000,Short Term
"315-0158",5R : Rural Major Collector,32.103398,-83.501783,2023,990,Actual,110,31,1.411,0,0.0968,0.57,1250,Short Term
"315-0161",5R : Rural Major Collector,32.113921,-83.501020,2023,1790,Estimated,79,32,0.057,0.115,0.0917,0.61,2520,Short Term
"315-0163",5R : Rural Major Collector,31.882809,-83.556659,2023,290,Estimated,23,28,0.708,0.354,0.124,0.77,570,Short Term
"315-0165",5R : Rural Major Collector,31.926059,-83.553639,2023,550,Estimated,32,34,0.563,0.938,0.122,0.51,840,Short Term
"315-0167",5R : Rural Major Collector,31.944003,-83.542613,2023,630,Estimated,,,,,0.1078,0.51,840,Short Term
"315-0169",4R : Rural Minor Arterial,31.888610,-83.361129,2023,950,Estimated,36,94,0.433,0.974,0.092,0.53,1200,Short Term
"315-0172",4R : Rural Minor Arterial,31.915619,-83.411578,2023,970,Estimated,52,71,0.736,0.526,0.123,0.64,1220,Short Term
"315-0174",4R : Rural Minor Arterial,31.946202,-83.447393,2023,3040,Estimated,330,67,2.127,0.24,0.1798,0.8,6960,Short Term
"315-0176",5R : Rural Major Collector,31.995994,-83.555728,2023,550,Estimated,48,35,0.923,0,0.1016,0.73,1100,Short Term
"315-0181",5R : Rural Major Collector,32.035850,-83.592613,2023,570,Estimated,68,28,1.077,0,0.1113,0.58,720,Short Term
"315-0183",5R : Rural Major Collector,31.874238,-83.427646,2023,500,Estimated,16,21,0.205,0.205,0.1067,0.56,1000,Short Term
"315-0185",5R : Rural Major Collector,31.914965,-83.448160,2023,490,Estimated,25,10,0.632,0.211,0.1054,0.62,710,Short Term
"315-0187",5R : Rural Major Collector,31.994290,-83.439937,2023,390,Estimated,17,17,0.529,0.265,0.1111,0.62,530,Short Term
"315-0189",5R : Rural Major Collector,32.063847,-83.405071,2023,180,Estimated,8,7,0.576,0,0.1497,0.62,230,Short Term
"315-0192",4R : Rural Minor Arterial,32.084760,-83.602809,2023,1440,Actual,97,391,0.209,2.297,0.0863,0.63,2210,Short Term
"315-0194",5R : Rural Major Collector,32.065201,-83.569883,2023,180,Estimated,,,,,0.1324,0.52,230,Short Term
"315-0198",5R : Rural Major Collector,32.104601,-83.515335,2023,220,Estimated,17,1,0,0,0.1189,0.5,280,Short Term
"315-0201",5R : Rural Major Collector,32.019730,-83.594611,2023,200,Estimated,,,,,0.1683,0.8,250,Short Term
"315-0203",5R : Rural Major Collector,32.093723,-83.599226,2023,210,Estimated,18,14,0,0.52,0.1041,0.6,260,Short Term
"315-0207",5R : Rural Major Collector,32.110228,-83.504717,2023,660,Estimated,46,17,0.057,0.024,0.103,0.8,830,Short Term
"315-0209",6R : Rural Minor Collector,32.081756,-83.486915,2023,260,Estimated,28,6,1.992,0,0.1195,0.8,360,Short Term
"315-0212",6R : Rural Minor Collector,32.021295,-83.366921,2023,230,Estimated,12,18,0.446,1.339,0.0982,,320,Short Term
"315-0214",6R : Rural Minor Collector,31.996773,-83.308809,2023,340,Estimated,,,,,0.1082,0.5,430,Short Term
"315-0216",6R : Rural Minor Collector,32.109166,-83.493315,2023,170,Estimated,26,7,3.704,0.617,0.1358,0.8,210,Short Term
"315-0218",5R : Rural Major Collector,31.894803,-83.302655,2023,360,Estimated,24,12,1.156,0,0.1098,0.8,450,Short Term
"315-0221",5R : Rural Major Collector,31.982110,-83.309008,2023,600,Estimated,11,1,0.169,0,0.1169,0.55,760,Short Term
"315-0223",6R : Rural Minor Collector,31.986581,-83.591090,2023,130,Estimated,19,2,3.237,0,0.1376,0.65,170,Short Term
"315-0225",5R : Rural Major Collector,31.873320,-83.525392,2023,60,Estimated,19,2,4.988,1.663,0.2328,0.57,80,Short Term
"315-8003",7R : Rural Local,31.968148,-83.604422,2023,40,Estimated,7,1,5.454,0,0.2454,0.67,60,Short Term
"315-8027",7R : Rural Local,32.028795,-83.466973,2023,170,Estimated,31,3,1.919,0.64,0.1407,0.5,210,Short Term
"315-8028",7R : Rural Local,32.068452,-83.469309,2023,140,Estimated,22,2,1.46,0,0.1095,0.8,180,Short Term
"315-8029",7R : Rural Local,32.084500,-83.474549,2023,120,Estimated,5,6,0.893,0.893,0.1429,0.8,150,Short Term
"315-8030",7R : Rural Local,31.992683,-83.418899,2023,160,Estimated,27,4,0.654,0.654,0.1309,0.55,200,Short Term
"315-8031",6R : Rural Minor Collector,31.899340,-83.606194,2023,170,Estimated,29,4,1.294,0,0.11,0.59,270,Short Term
"315-8032",7R : Rural Local,31.927593,-83.519201,2023,250,Estimated,28,14,1.29,0,0.1204,0.5,420,Short Term
"315-8033",7R : Rural Local,31.938370,-83.476120,2023,420,Estimated,40,15,0.065,0.037,0.1033,0.51,870,Short Term
"315-8034",7R : Rural Local,31.937285,-83.346547,2023,350,Estimated,76,22,2.367,1.183,0.1213,0.8,610,Short Term
"315-8036",7R : Rural Local,32.113020,-83.608373,2023,50,Estimated,5,2,1.887,0,0.1321,0.8,90,Short Term
"315-8038",7R : Rural Local,32.087023,-83.454728,2023,10,Estimated,,,,,,,20,Short Term
"315-8041",6R : Rural Minor Collector,31.959628,-83.348686,2023,670,Estimated,42,19,1.456,0.162,0.1278,0.66,1430,Short Term
"315-8042",6R : Rural Minor Collector,31.953850,-83.355593,2023,520,Estimated,38,19,0.064,0.036,0.109,0.8,980,Short Term
"315-8043",6R : Rural Minor Collector,31.928041,-83.385783,2023,430,Estimated,38,22,0.973,0.243,0.1095,0.8,770,Short Term
"315-8044",6R : Rural Minor Collector,31.900096,-83.403324,2023,400,Estimated,56,21,0.771,0.514,0.1157,0.8,810,Short Term
"315-8045",6R : Rural Minor Collector,31.986362,-83.581420,2023,320,Estimated,40,2,1.368,0,0.1026,0.7,480,Short Term
"315-8046",6R : Rural Minor Collector,31.848463,-83.356545,2023,250,Estimated,8,,0.031,,0.1369,0.58,750,Short Term
